Est.:;Cidade:
BA ;CAMAÇARI
PB ;CABEDELO
MT ;PRIMAVERA DO LESTE
MG ;POÇOS DE CALDAS
SC ;BLUMENAU
SP ;PORTO FERREIRA
SP ;SÃO PAULO
RJ ;VALENÇA
PB ;MONTEIRO
SP ;SANTA FÉ DO SUL
SP ;BATATAIS
SP ;HORTOLÂNDIA
MG ;CORONEL FABRICIANO
RS ;NOVO HAMBURGO
SP ;SÃO PAULO
AL ;ARAPIRACA
SP ;SÃO LUIZ DO PARAITINGA
MS ;IVINHEMA
MS ;MARACAJÚ
PE ;RECIFE
AC ;RIO BRANCO
RS ;ESTRELA
SP ;CARAGUATATUBA
MS ;CAMPO GRANDE
PR ;CAMPINA DA LAGOA
AL ;MACEIÓ
MT ;CÁCERES
MG ;ITABIRA
MG ;PONTE NOVA
PR ;MARINGÁ
ES ;MANTENÓPOLIS
MS ;CAMPO GRANDE
AP ;MACAPÁ
AL ;MACEIÓ
DF ;BRASÍLIA
RN ;NATAL
BA ;SALVADOR
SC ;WITMARSUM
SP ;SANTOS
BA ;PARAMIRIM
ES ;FUNDÃO
SP ;SÃO PAULO
PB ;PATOS
RS ;ARROIO GRANDE
SP ;SÃO PAULO
MS ;GLÓRIA DE DOURADOS
SP ;SÃO PAULO
CE ;SOBRAL
PR ;CASTRO
RJ ;RIO DE JANEIRO
SP ;DIADEMA
RJ ;GUAPIMIRIM
SP ;PORTO FERREIRA
SP ;CATANDUVA
SP ;LORENA
SP ;MARAPOAMA
MG ;BOTELHOS
SP ;SÃO JOSÉ DOS CAMPOS
MG ;CONTAGEM
SP ;SÃO PAULO
RS ;PORTO ALEGRE
SP ;MAUÁ
SP ;MATÃO
PI ;TERESINA
SP ;SÃO PAULO
GO ;JATAÍ
ES ;ANCHIETA
MG ;CONSELHEIRO LAFAIETE
SP ;CAMPINAS
ES ;ALTO RIO NOVO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;MOGI-MIRIM
SE ;ITABAIANA
RJ ;CAMPOS DOS GOYTACAZES
SC ;LAURO MÜLLER
MS ;CAMPO GRANDE
PR ;CAMPO MOURÃO
SP ;Arujá
SC ;CRICIÚMA
RJ ;DUQUE DE CAXIAS
SP ;SÃO PAULO
MG ;ITUIUTABA
SP ;DRACENA
RS ;SANTA ROSA
MG ;BELO HORIZONTE
RJ ;MACAÉ
PA ;PARAUAPEBAS
SP ;SANTA BÁRBARA D'OESTE
BA ;RIACHO DE SANTANA
MG ;CORONEL FABRICIANO
BA ;CRUZ DAS ALMAS
BA ;PAULO AFONSO
RS ;GRAMADO
SP ;SÃO PAULO
SP ;DRACENA
SP ;INDAIATUBA
PR ;BANDEIRANTES
SP ;SÃO PAULO
MG ;SANTO ANTÔNIO DO AMPARO
SP ;OSASCO
CE ;JUAZEIRO DO NORTE
MG ;CONFINS
MG ;NOVA LIMA
SC ;MAFRA
GO ;GOIÂNIA
GO ;GOIÂNIA
RS ;PORTO ALEGRE
DF ;BRASÍLIA
RO ;PORTO VELHO
PR ;APUCARANA
DF ;BRASÍLIA
SP ;CAMPINAS
SP ;OSASCO
MG ;BANDEIRA DO SUL
RJ ;ANGRA DOS REIS
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;JOSÉ BONIFÁCIO
SP ;SÃO ROQUE
RS ;BAGÉ
RS ;SAPIRANGA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
CE ;FORTALEZA
CE ;FORTALEZA
SP ;SÃO PAULO
PA ;BELÉM
GO ;GOIÂNIA
SP ;PAULÍNIA
SP ;BARUERI
RJ ;NITERÓI
RS ;SÃO LOURENÇO DO SUL
RJ ;TERESÓPOLIS
PR ;MARINGÁ
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;ASSIS
RS ;ESTEIO
RJ ;RIO DE JANEIRO
MT ;CUIABÁ
ES ;BARRA DE SÃO FRANCISCO
PR ;COLORADO
SP ;MARÍLIA
CE ;IGUATU
PE ;GARANHUNS
SE ;ARACAJU
MG ;PATROCÍNIO
BA ;VITÓRIA DA CONQUISTA
BA ;LUÍS EDUARDO MAGALHÃES
BA ;JUAZEIRO
SP ;SÃO PAULO
SP ;PRESIDENTE BERNARDES
MG ;BELO HORIZONTE
GO ;PIRES DO RIO
RJ ;PETRÓPOLIS
SP ;SÃO PAULO
RJ ;SÃO GONÇALO
SP ;SÃO VICENTE
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;AMERICANA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SANTO ANTÔNIO DE POSSE
MG ;SANTOS DUMONT
SP ;JUQUITIBA
PB ;JOÃO PESSOA
SP ;JABOTICABAL
SP ;REGISTRO
SP ;SÃO PAULO
RS ;SANTO CRISTO
PR ;FOZ DO IGUAÇU
BA ;IRECÊ
SP ;BRAGANÇA PAULISTA
MT ;TANGARÁ DA SERRA
ES ;CARIACICA
ES ;SOORETAMA
RS ;PELOTAS
RS ;IJUÍ
SC ;BLUMENAU
SC ;BLUMENAU
ES ;VITÓRIA
SC ;INDAIAL
MA ;PRESIDENTE DUTRA
MG ;POÇOS DE CALDAS
MG ;IGARAPÉ
PR ;FOZ DO IGUAÇU
MG ;UBERABA
DF ;BRASÍLIA
MS ;DOURADOS
PR ;IBIPORÃ
RS ;GRAVATAÍ
RN ;MOSSORÓ
SP ;SÃO PAULO
PA ;MARABÁ
MS ;SÃO GABRIEL DO OESTE
AP ;MACAPÁ
SP ;GUARULHOS
AP ;MACAPÁ
SP ;TABOÃO DA SERRA
SP ;SÃO PAULO
SC ;CAMBORIÚ
SP ;SÃO PAULO
PR ;PARANAVAÍ
SP ;MOGI DAS CRUZES
PR ;LARANJEIRAS DO SUL
BA ;SALVADOR
SP ;SÃO PAULO
ES ;SÃO MATEUS
MT ;BARRA DO GARÇAS
SP ;MARÍLIA
SP ;SÃO JOSÉ DO RIO PRETO
MS ;CAMAPUÃ
RJ ;TRÊS RIOS
CE ;JUAZEIRO DO NORTE
MG ;SETE LAGOAS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;LORENA
RJ ;PARACAMBI
SP ;SÃO PAULO
PA ;CONCEIÇÃO DO ARAGUAIA
MG ;BELO HORIZONTE
GO ;GOIÂNIA
PE ;PAULISTA
SP ;GUARULHOS
SP ;SÃO BENTO DO SAPUCAÍ
SP ;APARECIDA
SP ;RIBEIRÃO PRETO
SP ;CRUZEIRO
SP ;SANTA ROSA DE VITERBO
SP ;SERTÃOZINHO
SP ;FRANCA
PR ;PONTA GROSSA
SP ;SÃO PAULO
SP ;SÃO PAULO
RS ;PORTO ALEGRE
SP ;ITARARÉ
RJ ;RIO DE JANEIRO
RS ;PORTO ALEGRE
RS ;PORTO ALEGRE
ES ;VILA VELHA
SC ;FLORIANÓPOLIS
SP ;TATUÍ
SP ;LEME
BA ;FEIRA DE SANTANA
RJ ;NOVA FRIBURGO
MG ;SETE LAGOAS
TO ;GURUPI
MG ;BELO HORIZONTE
MG ;ESPERA FELIZ
PB ;JOÃO PESSOA
PA ;BELÉM
SP ;SÃO JOÃO DA BOA VISTA
TO ;PORTO NACIONAL
SP ;SÃO JOSÉ DOS CAMPOS
SP ;SÃO PAULO
SP ;AMERICANA
RS ;CAPÃO DA CANOA
DF ;BRASÍLIA
AL ;MACEIÓ
GO ;APARECIDA DE GOIÂNIA
GO ;TRINDADE
PR ;PONTA GROSSA
RJ ;DUQUE DE CAXIAS
RS ;NOVO HAMBURGO
MG ;LAVRAS
SP ;SÃO PAULO
MG ;JANUÁRIA
RS ;CACHOEIRA DO SUL
SP ;ITU
CE ;FORTALEZA
PR ;CURITIBA
BA ;VITÓRIA DA CONQUISTA
SP ;SÃO PAULO
SC ;SOMBRIO
MG ;TEÓFILO OTONI
PA ;MARABÁ
PR ;ARAPONGAS
SP ;GUARAREMA
ES ;JAGUARÉ
RR ;BOA VISTA
SC ;BRUSQUE
SP ;SÃO PAULO
RJ ;MIRACEMA
SP ;SÃO PAULO
SC ;CONCÓRDIA
SP ;SANTANA DE PARNAÍBA
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
BA ;LAURO DE FREITAS
GO ;TRINDADE
PE ;CARUARU
RJ ;RIO DE JANEIRO
RS ;SANTO ÂNGELO
RJ ;RIO DE JANEIRO
RJ ;RIO DAS OSTRAS
SP ;SANTANA DE PARNAÍBA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
MG ;SANTA RITA DO SAPUCAÍ
SP ;SÃO PAULO
SP ;SÃO PAULO
PE ;BELO JARDIM
PR ;ARAPONGAS
GO ;FORMOSA
AL ;MACEIÓ
SP ;SANTA FÉ DO SUL
SP ;SÃO PAULO
MG ;BELO HORIZONTE
MG ;UBERLÂNDIA
SC ;CRICIÚMA
MG ;CONTAGEM
SP ;ITAPIRA
SP ;SÃO PAULO
AL ;MACEIÓ
MG ;SÃO JOSÉ DA LAPA
MT ;BRASNORTE
SP ;PEDREIRA
SP ;CAMPINAS
RS ;JÚLIO DE CASTILHOS
SP ;BOTUCATU
SP ;AGUAÍ
MG ;CORONEL FABRICIANO
RS ;CRUZ ALTA
SP ;SANTO ANDRÉ
ES ;SANTA MARIA DE JETIBÁ
AC ;RIO BRANCO
MG ;BELO HORIZONTE
SC ;IÇARA
SC ;FLORIANÓPOLIS
MG ;ITABIRA
MG ;CAMPANHA
SP ;BURI
SC ;TIMBÉ DO SUL
SC ;CRICIÚMA
SP ;ITU
RJ ;VOLTA REDONDA
SP ;JUNDIAÍ
DF ;BRASÍLIA
ES ;PIÚMA
GO ;JATAÍ
RS ;SANTA CRUZ DO SUL
MG ;PASSOS
BA ;EUNÁPOLIS
SP ;CAMPINAS
MG ;BORDA DA MATA
MT ;COMODORO
SP ;SÃO JOÃO DA BOA VISTA
SP ;BARUERI
ES ;COLATINA
CE ;FORTALEZA
ES ;COLATINA
SP ;SÃO PAULO
SP ;VALINHOS
SP ;CAMPINAS
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;SANTA BÁRBARA
SP ;SÃO PAULO
SP ;ARARAQUARA
SP ;JUQUITIBA
SE ;ARACAJU
SE ;ARACAJU
SP ;SÃO PAULO
SP ;SOROCABA
RS ;GUAPORÉ
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
SC ;LONTRAS
MG ;BICAS
RS ;CAMPINA DAS MISSÕES
PA ;BELÉM
RS ;CAPÃO DA CANOA
RS ;GRAVATAÍ
SP ;GUARULHOS
PR ;CURITIBA
AM ;MANAUS
PR ;CAMPINA GRANDE DO SUL
RJ ;DUQUE DE CAXIAS
RS ;LAGOA VERMELHA
SP ;SÃO PAULO
SP ;CATANDUVA
MG ;BELO HORIZONTE
PR ;CURITIBA
RS ;PORTO ALEGRE
SP ;SÃO PAULO
SP ;SÃO PAULO
SC ;ANTÔNIO CARLOS
MS ;CAMPO GRANDE
RJ ;CONCEIÇÃO DE MACABU
SP ;ITAPEVI
RJ ;RIO DE JANEIRO
RS ;PORTO ALEGRE
BA ;SALVADOR
SP ;SÃO PAULO
GO ;GOIÂNIA
ES ;BAIXO GUANDU
SP ;SÃO PAULO
CE ;SOBRAL
MS ;CAMPO GRANDE
SP ;SÃO PAULO
TO ;ARAGUAÍNA
MT ;VERA
SP ;SÃO PAULO
PB ;JOÃO PESSOA
RS ;CARAZINHO
RS ;NOVO HAMBURGO
PE ;ARARIPINA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
RJ ;SÃO GONÇALO
ES ;VITÓRIA
SP ;SÃO PAULO
SP ;RIO DAS PEDRAS
SC ;TIJUCAS
ES ;VIANA
SC ;ITAJAÍ
MG ;MONTES CLAROS
BA ;BARREIRAS
MG ;MONTES CLAROS
PE ;OLINDA
BA ;FEIRA DE SANTANA
SP ;SÃO PAULO
SP ;SÃO PAULO
PR ;UMUARAMA
RJ ;APERIBÉ
SP ;SÃO PAULO
DF ;BRASÍLIA
PA ;ALTAMIRA
SE ;ARACAJU
CE ;FORTALEZA
CE ;SOBRAL
RS ;TRIUNFO
RS ;CANDELÁRIA
MA ;IMPERATRIZ
SC ;JARAGUÁ DO SUL
SP ;SÃO PAULO
MT ;BARRA DO GARÇAS
SP ;SÃO PAULO
SP ;SÃO PAULO
GO ;GOIANÉSIA
BA ;ITUBERÁ
SP ;SÃO PAULO
MG ;PASSOS
SE ;LAGARTO
SP ;CAMPINAS
SP ;SÃO PAULO
RS ;PORTO ALEGRE
GO ;JATAÍ
MT ;SINOP
SP ;FRANCA
SP ;SÃO PAULO
MG ;ITABIRA
RJ ;ITALVA
RJ ;NITERÓI
SP ;SÃO PAULO
SP ;SÃO PAULO
GO ;PIRENÓPOLIS
PA ;MARABÁ
MA ;SÃO LUÍS
SP ;SÃO PAULO
PR ;MARINGÁ
SP ;SÃO PAULO
BA ;ILHÉUS
BA ;VITÓRIA DA CONQUISTA
SC ;CORUPÁ
MG ;IPATINGA
RJ ;PARATI
MG ;UBERABA
PR ;LONDRINA
PR ;ROLÂNDIA
SC ;PASSO DE TORRES
RS ;SANTA MARIA
BA ;LIVRAMENTO DE NOSSA SENHORA
RS ;SANTANA DO LIVRAMENTO
PR ;UMUARAMA
MS ;IVINHEMA
RJ ;VALENÇA
RJ ;MACAÉ
MG ;SÃO LOURENÇO
PR ;CARLÓPOLIS
PA ;BELÉM
SP ;SÃO PAULO
SP ;SANTO ANDRÉ
SP ;MAUÁ
SP ;RIBEIRÃO PRETO
ES ;ICONHA
SC ;JOAÇABA
SP ;SÃO PAULO
SP ;SÃO PAULO
PE ;RECIFE
PE ;RECIFE
RJ ;RIO DE JANEIRO
SP ;SANTA ADÉLIA
MT ;ALTA FLORESTA
SP ;SÃO PAULO
SP ;SÃO PAULO
PE ;RECIFE
SP ;GUARUJÁ
SP ;RIBEIRÃO PRETO
MG ;BARBACENA
SC ;BLUMENAU
RJ ;NITERÓI
RJ ;RIO DE JANEIRO
RJ ;CABO FRIO
SC ;ITAPEMA
RS ;São Luiz Gonzaga
CE ;FORTALEZA
RJ ;PETRÓPOLIS
MT ;CUIABÁ
SP ;SÃO PAULO
sp ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
PR ;SÃO JOSÉ DOS PINHAIS
ES ;ITAPEMIRIM
SP ;CUNHA
SP ;SÃO PAULO
MG ;TRÊS MARIAS
SP ;SÃO MANUEL
RS ;MONTENEGRO
SP ;SÃO PAULO
SP ;SÃO BERNARDO DO CAMPO
SC ;FLORIANÓPOLIS
SP ;CAMPINAS
RJ ;CAMPOS DOS GOYTACAZES
RS ;CAXIAS DO SUL
RJ ;RIO DE JANEIRO
RJ ;TERESÓPOLIS
PA ;CASTANHAL
MA ;SÃO LUÍS
RS ;PALMEIRA DAS MISSÕES
GO ;CAÇU
MG ;LAGOA SANTA
SP ;SÃO PAULO
SC ;SÃO JOSÉ
MG ;MURIAÉ
SP ;SÃO PAULO
DF ;BRASÍLIA
SP ;JARDINÓPOLIS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAPÃO BONITO
SP ;SÃO JOÃO DA BOA VISTA
SP ;SÃO PAULO
AL ;TEOTÔNIO VILELA
RJ ;RIO BONITO
RJ ;RIO BONITO
RS ;VIAMÃO
SP ;SÃO PAULO
SP ;SÃO PAULO
TO ;PALMAS
MG ;CONCEIÇÃO DO RIO VERDE
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
ES ;SERRA
SP ;GUARULHOS
SP ;SÃO PAULO
SP ;PRAIA GRANDE
RS ;IGREJINHA
SP ;CAPÃO BONITO
DF ;BRASÍLIA
RS ;PORTO ALEGRE
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;BARUERI
RS ;CAPÃO DA CANOA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
PR ;CURITIBA
SP ;SÃO PAULO
ES ;VARGEM ALTA
ES ;VARGEM ALTA
RS ;PORTO ALEGRE
MT ;BARRA DO BUGRES
BA ;CANDEIAS
RJ ;NILÓPOLIS
PE ;FEIRA NOVA
SE ;ARACAJU
PR ;MARINGÁ
PR ;PALOTINA
ES ;SERRA
PB ;SÃO BENTO
SP ;SÃO PAULO
SP ;SÃO PAULO
DF ;BRASÍLIA
MG ;ITAPECERICA
RJ ;RIO DAS OSTRAS
RJ ;PETRÓPOLIS
BA ;SALVADOR
PR ;FOZ DO IGUAÇU
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
BA ;SANTO ANTÔNIO DE JESUS
BA ;SANTO ANTÔNIO DE JESUS
SP ;Campinas
SP ;SALTO
SP ;PAULÍNIA
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPO LIMPO PAULISTA
PE ;RECIFE
MT ;CANARANA
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;SUMARÉ
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;MONTE ALEGRE DO SUL
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;SÃO PAULO
MG ;LAMBARI
RN ;PARNAMIRIM
RN ;PARNAMIRIM
MG ;POUSO ALTO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
BA ;VERA CRUZ
SP ;BARUERI
PB ;JOÃO PESSOA
SP ;SÃO PAULO
SP ;FRANCA
MG ;DIVINÓPOLIS
SP ;SÃO PAULO
RS ;CAXIAS DO SUL
SP ;GUARULHOS
SP ;SÃO PAULO
PE ;GARANHUNS
SP ;SÃO PAULO
SP ;GUARULHOS
SP ;CAMPINAS
SP ;SÃO PAULO
MG ;IPATINGA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;JUNDIAÍ
MS ;ELDORADO
SP ;MARÍLIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SANTA CRUZ DO RIO PARDO
SP ;SÃO PAULO
DF ;BRASÍLIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SC ;BLUMENAU
SP ;PIEDADE
SE ;ARACAJU
MG ;LAMBARI
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
ES ;VITÓRIA
GO ;POSSE
SP ;SÃO PAULO
SP ;GUARULHOS
SP ;SÃO PAULO
RJ ;NITERÓI
MS ;NOVA ANDRADINA
SP ;RIBEIRÃO PRETO
SP ;RIBEIRÃO PRETO
SP ;RIBEIRÃO PRETO
SP ;SERTÃOZINHO
RO ;OURO PRETO DO OESTE
RO ;PORTO VELHO
AL ;MACEIÓ
SC ;JARAGUÁ DO SUL
SC ;ARARANGUÁ
CE ;CRATO
MG ;AIMORÉS
SC ;ARARANGUÁ
ES ;VITÓRIA
RJ ;CACHOEIRAS DE MACACU
RS ;SANTO CRISTO
SP ;ITARARÉ
GO ;GOIÂNIA
GO ;GOIÂNIA
GO ;RIO VERDE
SP ;BARRA BONITA
SC ;VÍTOR MEIRELES
SP ;VALPARAÍSO
SP ;SÃO PAULO
SP ;SÃO PAULO
ES ;CACHOEIRO DE ITAPEMIRIM
MG ;SETE LAGOAS
GO ;GUAPÓ
GO ;GUAPÓ
RJ ;PIRAÍ
ES ;FUNDÃO
GO ;APARECIDA DE GOIÂNIA
MG ;TOMBOS
PB ;CAMPINA GRANDE
CE ;ITAREMA
BA ;CRUZ DAS ALMAS
SP ;TAUBATÉ
PR ;LONDRINA
SP ;SÃO PAULO
PR ;ROLÂNDIA
PR ;CURITIBA
MG ;MANTENA
CE ;FORTALEZA
MG ;NOVA SERRANA
BA ;VITÓRIA DA CONQUISTA
RS ;SANTIAGO
SP ;PRESIDENTE PRUDENTE
MG ;BELO HORIZONTE
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;MOGI DAS CRUZES
SP ;SÃO PAULO
RJ ;NOVA FRIBURGO
AC ;RIO BRANCO
SP ;SÃO PAULO
SP ;ATIBAIA
GO ;ITUMBIARA
SP ;INDAIATUBA
SP ;AMERICANA
mg ;BRUMADINHO
SP ;SÃO PAULO
SP ;SÃO PAULO
ES ;BARRA DE SÃO FRANCISCO
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;IPATINGA
RJ ;ARMAÇÃO DOS BÚZIOS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;GUARULHOS
ES ;ANCHIETA
PB ;PATOS
SP ;SÃO PAULO
SP ;SÃO PAULO
RS ;CAPÃO DA CANOA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;OSASCO
SP ;OSASCO
SP ;CAMPINAS
SP ;SANTA BÁRBARA D'OESTE
MT ;SAPEZAL
SP ;ENGENHEIRO COELHO
RS ;PELOTAS
RS ;GRAVATAÍ
SP ;PEDREIRA
SP ;SÃO PAULO
SC ;ITAJAÍ
RJ ;NITERÓI
RO ;ROLIM DE MOURA
RJ ;TERESÓPOLIS
RJ ;BARRA MANSA
AP ;MACAPÁ
SP ;SÃO PAULO
SP ;PORTO FERREIRA
GO ;ITAPURANGA
MG ;PATROCÍNIO
SP ;SÃO PAULO
SP ;SÃO PAULO
ES ;VILA VELHA
RS ;Encantado
RS ;SÃO LEOPOLDO
RO ;PORTO VELHO
SP ;SÃO PAULO
SP ;SANTOS
ES ;BARRA DE SÃO FRANCISCO
SC ;JOINVILLE
RS ;SANTA ROSA
SP ;SUMARÉ
SP ;SÃO PAULO
SP ;SÃO PAULO
RS ;ANTÔNIO PRADO
PR ;DOIS VIZINHOS
GO ;GOIÂNIA
PR ;FOZ DO IGUAÇU
SC ;BALNEÁRIO CAMBORIÚ
SP ;SÃO PAULO
RJ ;SANTA MARIA MADALENA
CE ;FORTALEZA
CE ;FORTALEZA
MG ;JOÃO MONLEVADE
MG ;PARAISÓPOLIS
AL ;MACEIÓ
SP ;SÃO PAULO
SP ;SÃO PAULO
ES ;VARGEM ALTA
SP ;CAMPINAS
BA ;ABAÍRA
RS ;NOVO HAMBURGO
MT ;CUIABÁ
PR ;SÃO JOSÉ DOS PINHAIS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
MS ;CAMPO GRANDE
MG ;BELO HORIZONTE
BA ;JAGUAQUARA
PE ;SANTA TEREZINHA
BA ;Caculé
RJ ;NOVA IGUAÇU
SP ;AMERICANA
CE ;FORTALEZA
MG ;UBERABA
PR ;JANIÓPOLIS
RJ ;RIO DE JANEIRO
DF ;BRASÍLIA
SP ;SÃO PAULO
PR ;FAXINAL
SP ;SÃO PAULO
SP ;SÃO PAULO
BA ;SALVADOR
PI ;TERESINA
BA ;SALVADOR
RJ ;RIO DE JANEIRO
PI ;TERESINA
PR ;CURITIBA
RN ;NATAL
PB ;PATOS
CE ;FORTALEZA
DF ;BRASÍLIA
BA ;CRUZ DAS ALMAS
SP ;GUARAREMA
BA ;SALVADOR
BA ;SEABRA
PB ;BAYEUX
BA ;IRECÊ
DF ;SOBRADINHO
SC ;SOMBRIO
SC ;BLUMENAU
SP ;SÃO JOÃO DA BOA VISTA
BA ;ITABUNA
SC ;SÃO MIGUEL DO OESTE
GO ;JATAÍ
MA ;TIMON
RJ ;RESENDE
ES ;NOVA VENÉCIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
AL ;MACEIÓ
MG ;CARANGOLA
GO ;ANÁPOLIS
SP ;TAUBATÉ
ES ;ÁGUIA BRANCA
SP ;SÃO PAULO
SP ;JUNDIAÍ
SP ;SÃO PAULO
SP ;SANTA BÁRBARA D'OESTE
SP ;SÃO PAULO
ES ;CACHOEIRO DE ITAPEMIRIM
ES ;CASTELO
SP ;SÃO PAULO
MG ;JANUÁRIA
AP ;Macapá
SP ;SANTA ISABEL
SP ;SÃO PAULO
RJ ;BELFORD ROXO
GO ;GOIÂNIA
BA ;BARREIRAS
RJ ;RIO DE JANEIRO
SP ;ITUVERAVA
RO ;JARU
GO ;RIO VERDE
SP ;SANTA BÁRBARA D'OESTE
SP ;SÃO PAULO
SP ;SÃO BERNARDO DO CAMPO
BA ;EUNÁPOLIS
SC ;JOINVILLE
RS ;LAGOA VERMELHA
SP ;SÃO PAULO
RR ;BOA VISTA
SP ;GUARULHOS
RJ ;PETRÓPOLIS
MG ;FORMIGA
MG ;VARGINHA
PR ;CAMBÉ
SC ;GUABIRUBA
RJ ;CAMPOS DOS GOYTACAZES
RJ ;CAMPOS DOS GOYTACAZES
SP ;SÃO PAULO
SP ;ANDRADINA
SP ;JOANÓPOLIS
SP ;AMERICANA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO CARLOS
SP ;SOROCABA
GO ;GOIÂNIA
GO ;GOIÂNIA
RJ ;Bom Jesus do Itabapoana
MG ;PATOS DE MINAS
SC ;GASPAR
MG ;UBERABA
RS ;CANELA
SP ;SÃO PAULO
BA ;TEIXEIRA DE FREITAS
MG ;UBERLÂNDIA
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
AM ;MANAUS
RS ;PORTO ALEGRE
SP ;SÃO PAULO
SP ;MONTE ALTO
BA ;SALVADOR
SP ;SUZANO
ES ;CARIACICA
RS ;PORTO ALEGRE
SP ;SÃO PAULO
RJ ;PETRÓPOLIS
RJ ;NITERÓI
SP ;SANTA ISABEL
PI ;TERESINA
MG ;UBERABA
SP ;SÃO PAULO
RJ ;CAMPOS DOS GOYTACAZES
RS ;NOVO HAMBURGO
SP ;SÃO PAULO
SC ;JOINVILLE
SC ;BRUSQUE
RJ ;NOVA FRIBURGO
RS ;ESTÂNCIA VELHA
RJ ;BOM JESUS DO ITABAPOANA
PA ;BELÉM
GO ;FORMOSA
RJ ;PETRÓPOLIS
SP ;SÃO PAULO
AP ;MACAPÁ
MT ;SORRISO
MT ;SINOP
MS ;CAMPO GRANDE
RS ;BENTO GONÇALVES
SC ;SANTA CECÍLIA
SC ;TIMBÓ
SP ;TAUBATÉ
SP ;SÃO PAULO
SP ;SANTA BÁRBARA D'OESTE
SP ;CAMPINAS
SP ;PIRACICABA
PR ;CURITIBA
GO ;GOIATUBA
PR ;TOLEDO
ES ;VITÓRIA
MG ;PASSOS
BA ;SENHOR DO BONFIM
MG ;SÃO JOÃO DEL REI
ES ;RIO BANANAL
PE ;CAMARAGIBE
PR ;CURITIBA
MG ;VARGINHA
MT ;GUARANTÃ DO NORTE
SE ;ARACAJU
DF ;BRASÍLIA
RO ;OURO PRETO DO OESTE
MT ;JUÍNA
RS ;SÃO LEOPOLDO
PE ;PETROLINA
PA ;TUCURUÍ
PE ;SURUBIM
SP ;SUZANO
RN ;MOSSORÓ
MG ;JUIZ DE FORA
GO ;RIO VERDE
SP ;SÃO JOSÉ DOS CAMPOS
SP ;SÃO JOSÉ DOS CAMPOS
MA ;BACABAL
TO ;PALMAS
ES ;ARACRUZ
TO ;PALMAS
SP ;UBATUBA
ES ;VITÓRIA
ES ;SERRA
SP ;SÃO PAULO
AL ;MACEIÓ
RJ ;RESENDE
SP ;SÃO CAETANO DO SUL
SP ;CARAGUATATUBA
RJ ;PETRÓPOLIS
SP ;SÃO PAULO
SC ;BIGUAÇU
SP ;SÃO PAULO
SP ;SÃO CAETANO DO SUL
RJ ;NOVA FRIBURGO
PR ;CAMPO LARGO
SP ;REGISTRO
SC ;JOINVILLE
AL ;PENEDO
GO ;ANÁPOLIS
SC ;CRICIÚMA
SP ;CAPÃO BONITO
MG ;BETIM
BA ;SENHOR DO BONFIM
